lambda_per_min,days,congestion_rate_mean,congestion_rate_ci_low,congestion_rate_ci_high,avg_delay_min_mean,avg_delay_min_ci_low,avg_delay_min_ci_high,divert_rate_mean,divert_rate_ci_low,divert_rate_ci_high,avg_arrivals_per_day,avg_diverted_per_day
0.02,100,0.022950203287602316,0.018289006237505644,0.027611400337698988,-1.273199875075197,-1.3140079609871298,-1.232391789163264,0.04111537329515995,0.03297649348100152,0.04925425310931838,21.87,0.89
0.1,100,0.08924745856264885,0.08560961054344178,0.09288530658185591,-0.059657614459682484,-0.18543124652274504,0.06611601760338007,0.1618288417005212,0.155659949547654,0.1679977338533884,106.91,17.41
0.2,100,0.16256941498455263,0.15991674194312727,0.165222088025978,3.7905998110703987,3.5632388692324546,4.017960752908343,0.32163046591601935,0.3162628316360471,0.32699810019599157,215.36,69.51
0.5,100,0.3030728087289228,0.30079830882660513,0.30534730863124043,6.966759656219461,6.76423135364225,7.169287958796671,0.6765465002489957,0.6745514233524325,0.6785415771455588,537.54,363.78
1.0,100,0.38616352201257875,0.38616352201257875,0.38616352201257875,0.5896384456994879,0.5896384456994879,0.5896384456994879,0.8138888888888886,0.8138888888888884,0.8138888888888887,1080.0,879.0
