lam,congestion_rate_mean,congestion_rate_ci_low,congestion_rate_ci_high,avg_delay_min_mean,avg_delay_min_ci_low,avg_delay_min_ci_high,divert_rate_mean,divert_rate_ci_low,divert_rate_ci_high,avg_arrivals_per_day,avg_diverted_per_day,dias,scenario
0.02,0.0287523524423381,0.02826302195621415,0.02924168292846205,0.22547243058216646,0.22148345613628412,0.2294614050280488,0.041276609229737575,0.040464906758946005,0.042088311700529145,21.6004,0.9366,10000,politica
0.1,0.11770546231092965,0.11728657831273723,0.11812434630912208,1.072076760700182,1.0666397041657851,1.0775138172345788,0.23361657351602225,0.2329322909016333,0.23430085613041118,108.0331,25.4437,10000,politica
0.2,0.19203144656802243,0.191646788902215,0.19241610423382985,1.7531281057056312,1.7473553117991605,1.7589008996121018,0.42980217837042745,0.4293353497830097,0.4302690069578452,215.8647,93.0265,10000,politica
0.5,0.3454019365642439,0.34512523930244066,0.34567863382604713,2.2635353373329,2.260893764703381,2.266176909962419,0.7021137392078783,0.701958281864049,0.7022691965517077,539.9986,379.2602,10000,politica
1.0,0.4947564670240039,0.4947564670240039,0.4947564670240039,2.578716102678554,2.578716102678554,2.578716102678554,0.8324074074074073,0.8324074074074073,0.8324074074074073,1080.0,899.0,10000,politica
