lam,congestion_rate_mean,congestion_rate_ci_low,congestion_rate_ci_high,avg_delay_min_mean,avg_delay_min_ci_low,avg_delay_min_ci_high,divert_rate_mean,divert_rate_ci_low,divert_rate_ci_high,avg_arrivals_per_day,avg_diverted_per_day,dias,scenario
0.02,0.01916353489571116,0.018748384323114393,0.01957868546830793,0.13279125336209938,0.1287696487420998,0.13681285798209894,0.03648653535450402,0.035716827852986424,0.03725624285602161,21.6004,0.8233,10000,politica2a
0.1,0.09087305978591272,0.09049858345493382,0.09124753611689161,1.549079018867733,1.5364101007383089,1.5617479369971572,0.16235347867252461,0.16174444084979048,0.16296251649525875,108.0331,17.6701,10000,politica2a
0.2,0.16183974268642387,0.16152457808463622,0.16215490728821152,5.413260604140196,5.3911405501286715,5.43538065815172,0.32037027532274953,0.3198344174762675,0.32090613316923156,215.8647,69.4338,10000,politica2a
0.5,0.30425241471809666,0.30403004443829384,0.3044747849978995,8.662721930832914,8.640318555725122,8.685125305940707,0.6785487250295988,0.6783284373651746,0.6787690126940231,539.9986,366.5589,10000,politica2a
1.0,0.3861635220125787,0.3861635220125787,0.3861635220125787,2.288082901554386,2.288082901554386,2.288082901554386,0.8138888888888887,0.8138888888888887,0.8138888888888887,1080.0,879.0,10000,politica2a
