lam,congestion_rate_mean,congestion_rate_ci_low,congestion_rate_ci_high,avg_delay_min_mean,avg_delay_min_ci_low,avg_delay_min_ci_high,divert_rate_mean,divert_rate_ci_low,divert_rate_ci_high,avg_arrivals_per_day,avg_diverted_per_day,dias,scenario
0.08,0.0768694932624499,0.07407989428362077,0.07965909224127904,1.8591251113792506,1.729920620950289,1.9883296018082122,0.13110887090514617,0.12646452989770415,0.13575321191258818,86.475,11.425,200,cierre
0.1,0.09089178326467533,0.08845389010485319,0.09332967642449747,2.4152144099924344,2.288325248637056,2.5421035713478126,0.16203337330798256,0.157642008243259,0.16642473837270613,108.565,17.74,200,cierre
0.12,0.10840012652812493,0.10583562730950323,0.11096462574674663,3.20559205172578,3.059514959179125,3.3516691442724347,0.19476151117527443,0.19051931391420443,0.19900370843634443,129.515,25.38,200,cierre
0.14,0.12004387807996197,0.11754270136972021,0.12254505479020374,4.006588826015908,3.8359709118013146,4.177206740230501,0.22879503662203868,0.22502350546850017,0.2325665677755772,151.33,34.79,200,cierre
