lam,congestion_rate_mean,congestion_rate_ci_low,congestion_rate_ci_high,avg_delay_min_mean,avg_delay_min_ci_low,avg_delay_min_ci_high,divert_rate_mean,divert_rate_ci_low,divert_rate_ci_high,avg_arrivals_per_day,avg_diverted_per_day,dias
0.02,0.019163534895711164,0.018748384323114396,0.019578685468307933,0.13279125336209935,0.12876964874209978,0.1368128579820989,0.03648653535450402,0.035716827852986424,0.03725624285602161,21.6004,0.8233,10000
0.1,0.09087305978591272,0.09049858345493382,0.09124753611689161,1.549079018867733,1.5364101007383089,1.5617479369971572,0.16235347867252461,0.16174444084979048,0.16296251649525875,108.0331,17.6701,10000
0.2,0.1618386139622014,0.1615234873042224,0.1621537406201804,5.413216576081681,5.391098852624083,5.43533429953928,0.3203729880790523,0.3198371343783846,0.32090884177971996,215.8647,69.4344,10000
0.5,0.30422138053026904,0.3039997659180244,0.30444299514251366,8.663325952976278,8.640966075548347,8.685685830404209,0.6785794155096954,0.6783593677871448,0.6787994632322459,539.9986,366.5754,10000
1.0,0.3861635220125787,0.3861635220125787,0.3861635220125787,2.288082901554386,2.288082901554386,2.288082901554386,0.8138888888888889,0.8138888888888889,0.8138888888888889,1080.0,879.0,10000
